Model,Method,Band,Emb,Tau,Type,Subject,NumPairs,T_stat,P_value,FastMean,SlowMean,P_FDR,Significant
1.0,2.0,0.0,2.0,0.0,0.0,1.0,23,-0.1852054953698845,0.5726176548689447,0.1734121251482969,0.1661485508640687,0.7964900314019442,False
1.0,2.0,0.0,2.0,0.0,0.0,7.0,22,0.5679086954965709,0.2880596483633911,0.1502608504275241,0.1747407993281265,0.7964900314019442,False
1.0,2.0,0.0,2.0,1.0,0.0,1.0,23,-0.1775511365746637,0.5696499447325479,0.1549812426654179,0.146866969598574,0.7964900314019442,False
1.0,2.0,0.0,2.0,1.0,0.0,7.0,22,1.210509269453864,0.1197661980510126,0.1613110785487583,0.2135986502226368,0.7964900314019442,False
1.0,3.0,0.0,0.0,0.0,0.0,1.0,23,-1.636928475053323,0.9420641306416176,0.2136361115868498,0.1382765182825694,0.9420641306416176,False
1.0,3.0,0.0,0.0,0.0,0.0,7.0,22,-0.1686160136286589,0.5661439123787628,0.1226332467268437,0.1130594687915595,0.7964900314019442,False
1.0,3.0,0.0,0.0,1.0,0.0,1.0,23,0.6124025626782531,0.2732749106842356,0.0836563907107779,0.119080100635896,0.7964900314019442,False
1.0,3.0,0.0,0.0,1.0,0.0,7.0,22,0.3752954790293721,0.3556023002156576,0.1065068753522552,0.125404485230641,0.7964900314019442,False
1.0,3.0,0.0,1.0,0.0,0.0,1.0,23,-0.249531277903634,0.5973675235514582,0.1501911377522367,0.1388937184461231,0.7964900314019442,False
1.0,3.0,0.0,1.0,0.0,0.0,7.0,22,1.054617876869576,0.1517916560476668,0.1076065000426352,0.164028611880489,0.7964900314019442,False
1.0,3.0,0.0,1.0,1.0,0.0,1.0,23,0.2863158998270348,0.3886575359337757,0.1321804306671324,0.1503459498432164,0.7964900314019442,False
1.0,3.0,0.0,1.0,1.0,0.0,7.0,22,0.3269148878686694,0.3734841964808248,0.0796889882692351,0.0969485883677845,0.7964900314019442,False
1.0,3.0,0.0,2.0,0.0,0.0,1.0,23,2.4010751515749087,0.0126188232914644,0.1032676606416399,0.2481648241350414,0.605703517990294,False
1.0,3.0,0.0,2.0,0.0,0.0,7.0,22,1.6324126270135892,0.0587491557793216,0.0803113377278648,0.1554696678153456,0.7964900314019442,False
1.0,3.0,0.0,2.0,1.0,0.0,1.0,23,-0.8109578692707096,0.7869617313474491,0.1734373115732713,0.1290160663858344,0.8823530224779598,False
1.0,3.0,0.0,2.0,1.0,0.0,7.0,22,-0.0263062802091725,0.5103692850092497,0.0768641448565305,0.0756339691434857,0.7964900314019442,False
2.0,0.0,0.0,0.0,0.0,0.0,1.0,23,0.80723069183109,0.2140875970928629,0.1242894887767202,0.1831311906911976,0.4742863689441886,False
2.0,0.0,0.0,0.0,0.0,0.0,7.0,22,0.936664258822048,0.1797895691792814,0.0723460436075429,0.1387769785822694,0.4691817324794347,False
2.0,0.0,0.0,0.0,0.0,1.0,1.0,23,1.2393876468801284,0.1141306131222844,0.1149403138882612,0.2013610593796568,0.433908697999716,False
2.0,0.0,0.0,0.0,0.0,1.0,7.0,22,0.4793299646724433,0.3183288966845665,0.0433434346752035,0.0873669171870799,0.5286492531026983,False
2.0,0.0,0.0,0.0,1.0,0.0,1.0,23,0.6932657203165297,0.2476987314975022,0.0585028808621791,0.1223108944503428,0.4864998434315027,False
2.0,0.0,0.0,0.0,1.0,0.0,7.0,22,1.123474265998625,0.1369579832751526,0.0743696611236257,0.1507037749076628,0.4604961487703553,False
2.0,0.0,0.0,0.0,1.0,1.0,1.0,23,0.8165442041116675,0.2114715446692004,0.0885902331640258,0.1592673667140255,0.4740931854891338,False
2.0,0.0,0.0,0.0,1.0,1.0,7.0,22,0.4951284096532937,0.3128252325501552,0.0719675576339647,0.1229111332747943,0.5286492531026983,False
2.0,0.0,0.0,1.0,0.0,0.0,1.0,23,0.8563282706587081,0.2005237924286126,0.1215940662989246,0.180583707910907,0.4695191237352881,False
2.0,0.0,0.0,1.0,0.0,0.0,7.0,22,0.9255993589248684,0.1825848072514835,0.0650911680177983,0.1279791977744694,0.4691817324794347,False
2.0,0.0,0.0,1.0,0.0,1.0,1.0,23,1.16427394977029,0.1283919853254943,0.1144231367536145,0.1912463941132131,0.4565048367128687,False
2.0,0.0,0.0,1.0,0.0,1.0,7.0,22,0.5125289169505888,0.3068148830575714,0.042214900633036,0.086953993135338,0.5259683709558367,False
2.0,0.0,0.0,1.0,1.0,0.0,1.0,23,0.8857581364258407,0.1926637695107236,0.0688238066147257,0.1445368632912385,0.4691817324794347,False
2.0,0.0,0.0,1.0,1.0,0.0,7.0,22,1.6412937347376262,0.0578146792609942,0.035824454356632,0.1422177796680203,0.3872238983061943,False
2.0,0.0,0.0,1.0,1.0,1.0,1.0,23,0.996623364881289,0.1648918043655242,0.0801460569642033,0.1581470716817673,0.4604961487703553,False
2.0,0.0,0.0,1.0,1.0,1.0,7.0,22,1.0252784060599214,0.1584489310085924,0.0434520541363757,0.1327656490764427,0.4604961487703553,False
2.0,0.0,0.0,2.0,0.0,0.0,1.0,23,0.8209799870868423,0.2102326530215036,0.1171694070975078,0.1747160143007136,0.4740931854891338,False
2.0,0.0,0.0,2.0,0.0,0.0,7.0,22,0.7805511071158344,0.221888311428222,0.0683448183144727,0.1214131731601528,0.4749632108105673,False
2.0,0.0,0.0,2.0,0.0,1.0,1.0,23,1.3023855075520896,0.103127409656384,0.1053746570771999,0.1940381833722858,0.43218759595475,False
2.0,0.0,0.0,2.0,0.0,1.0,7.0,22,0.4184947271140944,0.3399171825927878,0.0453516205919577,0.0833248865613559,0.5388528137413697,False
2.0,0.0,0.0,2.0,1.0,0.0,1.0,23,0.9643087841580146,0.1726860557888832,0.0770685631815406,0.1529961294100647,0.4604961487703553,False
2.0,0.0,0.0,2.0,1.0,0.0,7.0,22,1.6505172255980949,0.0568574734769005,0.0352438879631666,0.1407558815597013,0.3872238983061943,False
2.0,0.0,0.0,2.0,1.0,1.0,1.0,23,1.0417251731427506,0.1544261620081197,0.0869298585243047,0.1610365938000876,0.4604961487703553,False
2.0,0.0,0.0,2.0,1.0,1.0,7.0,22,1.0581911760208638,0.1509946655160025,0.0477643144328138,0.1388795575092088,0.4604961487703553,False
2.0,0.0,1.0,0.0,0.0,0.0,1.0,23,0.5591528439553544,0.2908527232176376,0.083720993424411,0.1186019410771331,0.5096694486744784,False
2.0,0.0,1.0,0.0,0.0,0.0,7.0,22,-1.8834496520336867,0.9632182417785168,0.1585459762327508,0.03926298869087,0.9858602322875688,False
2.0,0.0,1.0,0.0,0.0,1.0,1.0,23,0.7799918927075409,0.2218534441509582,0.0682569476179631,0.1300640727423803,0.4749632108105673,False
2.0,0.0,1.0,0.0,0.0,1.0,7.0,22,-1.423230817261035,0.9153215804201024,0.1181113988241889,0.0245916817466752,0.9858602322875688,False
2.0,0.0,1.0,0.0,1.0,0.0,1.0,23,1.982885355233022,0.0300015197296365,-0.0280927423377737,0.1165165929703798,0.3085473651570926,False
2.0,0.0,1.0,0.0,1.0,0.0,7.0,22,-0.8033908117236379,0.784625488438655,0.1382716929328226,0.0941498495668458,0.9454901283277516,False
2.0,0.0,1.0,0.0,1.0,1.0,1.0,23,1.4912711844519455,0.0750453981372948,-0.0099570543324145,0.1140367670369529,0.43218759595475,False
2.0,0.0,1.0,0.0,1.0,1.0,7.0,22,-1.2312839831069622,0.8840857871693111,0.1086044693948539,0.0289273333237984,0.9858602322875688,False
2.0,0.0,1.0,1.0,0.0,0.0,1.0,23,0.5981447311353876,0.2779258797173601,0.0779417396790384,0.1178285357887485,0.5034129142050295,False
2.0,0.0,1.0,1.0,0.0,0.0,7.0,22,-2.02608605559566,0.9721765909354464,0.1614841161410947,0.0356124726900255,0.9858602322875688,False
2.0,0.0,1.0,1.0,0.0,1.0,1.0,23,0.8883560116711265,0.1919797288991006,0.0585679517694202,0.1293687427434462,0.4691817324794347,False
2.0,0.0,1.0,1.0,0.0,1.0,7.0,22,-1.657943481246917,0.9439034597199716,0.1148014359998827,0.0113243351286441,0.9858602322875688,False
2.0,0.0,1.0,1.0,1.0,0.0,1.0,23,1.3776867273608104,0.0910771774597417,0.0284101304914798,0.1222189297113017,0.43218759595475,False
2.0,0.0,1.0,1.0,1.0,0.0,7.0,22,-1.2983142434624886,0.8958712681346501,0.1490996255007207,0.0888103499567187,0.9858602322875688,False
2.0,0.0,1.0,1.0,1.0,1.0,1.0,23,1.2361710564784036,0.1147155862353175,0.0300001664871626,0.1313064479746367,0.433908697999716,False
2.0,0.0,1.0,1.0,1.0,1.0,7.0,22,-1.7338364947277691,0.9511972213196684,0.1107908414215795,0.0248038583881744,0.9858602322875688,False
2.0,0.0,1.0,2.0,0.0,0.0,1.0,23,0.6583902051952977,0.2585594620183834,0.0709176822329679,0.1133334720978227,0.4864998434315027,False
2.0,0.0,1.0,2.0,0.0,0.0,7.0,22,-2.038194196212189,0.9728391098495912,0.1611569125232132,0.0266386244013135,0.9858602322875688,False
2.0,0.0,1.0,2.0,0.0,1.0,1.0,23,0.8413165107129303,0.2046113382184817,0.0581655616711002,0.123875553816584,0.4735916757801116,False
2.0,0.0,1.0,2.0,0.0,1.0,7.0,22,-1.836457416919759,0.9597560020276916,0.1205135977340273,0.0002905012875527,0.9858602322875688,False
2.0,0.0,1.0,2.0,1.0,0.0,1.0,23,1.3494344663987936,0.0954608775413503,0.0217195663549001,0.1115783486349256,0.43218759595475,False
2.0,0.0,1.0,2.0,1.0,0.0,7.0,22,-1.554051138671156,0.9324428348794932,0.1369517666067378,0.0638446822531808,0.9858602322875688,False
2.0,0.0,1.0,2.0,1.0,1.0,1.0,23,0.9816052974835802,0.1684833855934038,0.0440048630906475,0.1229634127553246,0.4604961487703553,False
2.0,0.0,1.0,2.0,1.0,1.0,7.0,22,-2.09149863824449,0.9755908548679064,0.1158983322693065,-0.0006504860678347,0.9858602322875688,False
2.0,0.0,2.0,0.0,0.0,0.0,1.0,23,1.7070685057945183,0.0509430937763778,0.0233555359535724,0.1431440174326989,0.3739084710991396,False
2.0,0.0,2.0,0.0,0.0,0.0,7.0,22,-0.1025144282277561,0.5403395115389291,0.1482340022609615,0.1404869735805547,0.7138430244184018,False
2.0,0.0,2.0,0.0,0.0,1.0,1.0,23,2.669613946793296,0.0069998508252118,0.0024513136980388,0.1890445188793893,0.1847329061009686,False
2.0,0.0,2.0,0.0,0.0,1.0,7.0,22,1.0812431776018825,0.1459249380668504,0.0383017622482411,0.111891191067983,0.4604961487703553,False
2.0,0.0,2.0,0.0,1.0,0.0,1.0,23,2.3388167905929813,0.0144169003245108,0.0071038216300556,0.1878248341593779,0.1977174901647199,False
2.0,0.0,2.0,0.0,1.0,0.0,7.0,22,0.2578521493386131,0.399515525662069,0.0683614837505064,0.0896770853738647,0.5814189763599055,False
2.0,0.0,2.0,0.0,1.0,1.0,1.0,23,2.7981324668316536,0.0052399541037641,-0.0468507624865965,0.17364524182779,0.1847329061009686,False
2.0,0.0,2.0,0.0,1.0,1.0,7.0,22,0.335169184357435,0.370411246388179,-0.0154730158330724,0.0102062806619131,0.556289205929364,False
2.0,0.0,2.0,1.0,0.0,0.0,1.0,23,1.7849291156489024,0.0440348333094974,0.0112809020114115,0.1369194132445212,0.3453092955293689,False
2.0,0.0,2.0,1.0,0.0,0.0,7.0,22,-0.0023735544120356,0.5009357085696193,0.1299880937608606,0.129809513718846,0.6837416306542672,False
2.0,0.0,2.0,1.0,0.0,1.0,1.0,23,2.612484615729114,0.0079496631563711,-0.013301816416084,0.178587500196259,0.1847329061009686,False
2.0,0.0,2.0,1.0,0.0,1.0,7.0,22,1.008311675081584,0.1623912688289516,0.0271026378163899,0.0982134076563583,0.4604961487703553,False
2.0,0.0,2.0,1.0,1.0,0.0,1.0,23,2.2309514821292096,0.0180986374876289,0.000239602257189,0.1686135346877046,0.2369276180198699,False
2.0,0.0,2.0,1.0,1.0,0.0,7.0,22,0.5652757888964139,0.2889380642568571,0.057004565165633,0.1027559099452412,0.5096694486744784,False
2.0,0.0,2.0,1.0,1.0,1.0,1.0,23,2.5088711492883413,0.0099880550439297,-0.0384561249808187,0.1606676538701616,0.1847329061009686,False
2.0,0.0,2.0,1.0,1.0,1.0,7.0,22,0.711335377831701,0.2423518013304929,-0.026488724383224,0.0280872533837186,0.4864998434315027,False
2.0,0.0,2.0,2.0,0.0,0.0,1.0,23,1.906103287398482,0.034892460654823,0.0084031412899728,0.1429242025992049,0.3140321458934078,False
2.0,0.0,2.0,2.0,0.0,0.0,7.0,22,0.0277102546501258,0.4890774476059432,0.1282003055265426,0.1302558827429878,0.6707347852881507,False
2.0,0.0,2.0,2.0,0.0,1.0,1.0,23,2.6213761242713565,0.00779427008293,-0.0152504621329209,0.1764495360689142,0.1847329061009686,False
2.0,0.0,2.0,2.0,0.0,1.0,7.0,22,1.0430904802435936,0.1543831501289364,0.0243941836949141,0.0973652079297348,0.4604961487703553,False
2.0,0.0,2.0,2.0,1.0,0.0,1.0,23,2.0549280460118955,0.0259752767451427,0.0074220976353685,0.1578060685838659,0.3085473651570926,False
2.0,0.0,2.0,2.0,1.0,0.0,7.0,22,0.4658379772158082,0.323063432451649,0.0672745835787088,0.1033568485255428,0.5286492531026983,False
2.0,0.0,2.0,2.0,1.0,1.0,1.0,23,2.5482172368986,0.0091623593132071,-0.0328833011990585,0.1703008055461278,0.1847329061009686,False
2.0,0.0,2.0,2.0,1.0,1.0,7.0,22,0.682886845073693,0.2510715474783055,-0.0116666629025186,0.0382364154229564,0.4864998434315027,False
2.0,1.0,0.0,0.0,0.0,0.0,1.0,23,1.2290958633471107,0.1160103116179796,-0.0219162534935873,0.0765092623842706,0.433908697999716,False
2.0,1.0,0.0,0.0,0.0,0.0,7.0,22,0.8326844780494692,0.2071963581537988,-0.0421682357828822,0.0205034422202966,0.4735916757801116,False
2.0,1.0,0.0,0.0,0.0,1.0,1.0,23,1.3904694934783386,0.0891469197013842,-0.0057886740564326,0.0968349167373831,0.43218759595475,False
2.0,1.0,0.0,0.0,0.0,1.0,7.0,22,0.548412180507028,0.2945961083147119,-0.0511532314195119,0.0010043485612894,0.5111065011725123,False
2.0,1.0,0.0,0.0,1.0,0.0,1.0,23,0.7772693544298225,0.2226390050674534,-0.0275081306730685,0.0506616165766653,0.4749632108105673,False
2.0,1.0,0.0,0.0,1.0,0.0,7.0,22,0.8770839384240083,0.1951824029197999,0.0021512323982224,0.0701098915443795,0.4691817324794347,False
2.0,1.0,0.0,0.0,1.0,1.0,1.0,23,0.8630215168952252,0.1987183051730899,0.0124138823024101,0.0903421960541381,0.4695191237352881,False
2.0,1.0,0.0,0.0,1.0,1.0,7.0,22,0.4499707795406441,0.3286710222960224,0.0147847746603768,0.0638848919776957,0.5317823282092947,False
2.0,1.0,0.0,1.0,0.0,0.0,1.0,23,1.2376159966910285,0.1144525260013674,-0.0121318846270708,0.08059701847584,0.433908697999716,False
2.0,1.0,0.0,1.0,0.0,0.0,7.0,22,0.8759164657853536,0.1954923885330978,-0.0415990937097413,0.0212330322980136,0.4691817324794347,False
2.0,1.0,0.0,1.0,0.0,1.0,1.0,23,1.291041918620947,0.1050455962390017,0.0028215917396107,0.0928959397731976,0.43218759595475,False
2.0,1.0,0.0,1.0,0.0,1.0,7.0,22,0.609172157008827,0.2744723287446481,-0.0449419005264296,0.0095570697727722,0.5003039916358142,False
2.0,1.0,0.0,1.0,1.0,0.0,1.0,23,0.936075935948097,0.1796983308675461,-0.0200540656963943,0.0664623308101361,0.4691817324794347,False
2.0,1.0,0.0,1.0,1.0,0.0,7.0,22,1.3841164204390826,0.0904286536761455,-0.0399493350378735,0.0558288578524371,0.43218759595475,False
2.0,1.0,0.0,1.0,1.0,1.0,1.0,23,0.9798890518773709,0.1688972275616029,0.0034994938787589,0.0830416392098396,0.4604961487703553,False
2.0,1.0,0.0,1.0,1.0,1.0,7.0,22,0.9128464381931468,0.1858424045179777,-0.0151093000215029,0.0692440972249666,0.4691817324794347,False
2.0,1.0,0.0,2.0,0.0,0.0,1.0,23,1.152053969296171,0.1308323895699731,-0.0095397524588814,0.0779196550395495,0.4595088804408812,False
2.0,1.0,0.0,2.0,0.0,0.0,7.0,22,0.6819890397138542,0.251349605779938,-0.0308323959438873,0.0182120455356066,0.4864998434315027,False
2.0,1.0,0.0,2.0,0.0,1.0,1.0,23,1.3811153941766132,0.0905562071373029,-0.0003805869925761,0.0999146976715757,0.43218759595475,False
2.0,1.0,0.0,2.0,0.0,1.0,7.0,22,0.4708012231106698,0.3213181219073058,-0.0361665874992899,0.0081525706747371,0.5286492531026983,False
2.0,1.0,0.0,2.0,1.0,0.0,1.0,23,0.9729017434367604,0.1705892959320414,-0.0123014089763011,0.0707516766045186,0.4604961487703553,False
2.0,1.0,0.0,2.0,1.0,0.0,7.0,22,1.299142942067416,0.1039890735037007,-0.0355972542484041,0.0523466817336852,0.43218759595475,False
2.0,1.0,0.0,2.0,1.0,1.0,1.0,23,0.9719129046825996,0.1708296905919113,0.0129625552750641,0.0855898775552655,0.4604961487703553,False
2.0,1.0,0.0,2.0,1.0,1.0,7.0,22,0.9259280164286948,0.1825013636255839,-0.0071252350818343,0.0764392697193022,0.4691817324794347,False
2.0,1.0,1.0,0.0,0.0,0.0,1.0,23,0.4061800800730431,0.3442670754458751,-0.038675606141161,-0.0096065869871095,0.5388528137413697,False
2.0,1.0,1.0,0.0,0.0,0.0,7.0,22,-1.8948745196258705,0.964019479130808,0.0444947877402263,-0.0876573466248454,0.9858602322875688,False
2.0,1.0,1.0,0.0,0.0,1.0,1.0,23,0.8133936857922135,0.2123542393336745,-0.0507520464624674,0.0212913405591833,0.4740931854891338,False
2.0,1.0,1.0,0.0,0.0,1.0,7.0,22,-1.3209526312029591,0.8996342951050521,0.0224630059693025,-0.0692430324960151,0.9858602322875688,False
2.0,1.0,1.0,0.0,1.0,0.0,1.0,23,1.9827014187316432,0.0300124717275172,-0.1305370951482902,0.028256788818644,0.3085473651570926,False
2.0,1.0,1.0,0.0,1.0,0.0,7.0,22,-1.0894633211376654,0.8558528887014766,0.0712070267289701,0.0067641071735323,0.9858602322875688,False
2.0,1.0,1.0,0.0,1.0,1.0,1.0,23,1.517000058445823,0.0717528649109669,-0.096105559952096,0.0380954939031036,0.4316222520299423,False
2.0,1.0,1.0,0.0,1.0,1.0,7.0,22,-1.11139102702459,0.8605185544153492,0.0492388298253842,-0.0270453046371373,0.9858602322875688,False
2.0,1.0,1.0,1.0,0.0,0.0,1.0,23,0.468510265171279,0.3220143253564984,-0.0333131890442803,0.0012658829157814,0.5286492531026983,False
2.0,1.0,1.0,1.0,0.0,0.0,7.0,22,-2.053721064175233,0.9736680229951464,0.0579687984935026,-0.0819694870827585,0.9858602322875688,False
2.0,1.0,1.0,1.0,0.0,1.0,1.0,23,0.9096937658198616,0.1864216011753501,-0.0495777404768642,0.0293692364234147,0.4691817324794347,False
2.0,1.0,1.0,1.0,0.0,1.0,7.0,22,-1.59918757836354,0.937641479693788,0.0280777468839245,-0.0757196136692644,0.9858602322875688,False
2.0,1.0,1.0,1.0,1.0,0.0,1.0,23,1.385471810081638,0.0898976845414978,-0.0688250196050478,0.0335255971800779,0.43218759595475,False
2.0,1.0,1.0,1.0,1.0,0.0,7.0,22,-1.6215920529414374,0.9400951483890964,0.0833926373340354,-0.0020920359991148,0.9858602322875688,False
2.0,1.0,1.0,1.0,1.0,1.0,1.0,23,1.3274882685583624,0.0989793780366581,-0.0565683395143206,0.0575606545325857,0.43218759595475,False
2.0,1.0,1.0,1.0,1.0,1.0,7.0,22,-1.6633797485515884,0.9444550135861146,0.0526365540344761,-0.0375966109682938,0.9858602322875688,False
2.0,1.0,1.0,2.0,0.0,0.0,1.0,23,0.4874992936122732,0.3153635708671837,-0.0350915944156436,-0.0003040356571001,0.5286492531026983,False
2.0,1.0,1.0,2.0,0.0,0.0,7.0,22,-2.0768167723434416,0.97485908730507,0.0648335811667742,-0.0853754041773947,0.9858602322875688,False
2.0,1.0,1.0,2.0,0.0,1.0,1.0,23,0.8597217394503002,0.1996070990438304,-0.0437281755940688,0.0287588878736486,0.4695191237352881,False
2.0,1.0,1.0,2.0,0.0,1.0,7.0,22,-1.7682187195820644,0.954224593869496,0.0399594693025646,-0.0819763602272313,0.9858602322875688,False
2.0,1.0,1.0,2.0,1.0,0.0,1.0,23,1.2306581716393346,0.1157234666827735,-0.0679887738836427,0.0227045746266921,0.433908697999716,False
2.0,1.0,1.0,2.0,1.0,0.0,7.0,22,-1.9073162037301432,0.9648745530641302,0.0714808379247851,-0.0294606275439799,0.9858602322875688,False
2.0,1.0,1.0,2.0,1.0,1.0,1.0,23,0.985327130985221,0.1675883289534729,-0.03345658276989,0.0497194507285575,0.4604961487703553,False
2.0,1.0,1.0,2.0,1.0,1.0,7.0,22,-2.0780229530070904,0.9749199403357848,0.0592476035138869,-0.0658143759798989,0.9858602322875688,False
2.0,1.0,2.0,0.0,0.0,0.0,1.0,23,1.7913569983120226,0.043502351309557,-0.0705846345386745,0.0580465148378574,0.3453092955293689,False
2.0,1.0,2.0,0.0,0.0,0.0,7.0,22,-0.1477912286422365,0.5580413173252193,0.0859352778599203,0.0745236377409055,0.7239454927462304,False
2.0,1.0,2.0,0.0,0.0,1.0,1.0,23,2.828364538907438,0.0048918101929251,-0.0889392163190669,0.1145330486229904,0.1847329061009686,False
