Model,Method,Subject,Speed,Band,Emb,Tau,Type,Score
2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12231089445034284
2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.15926736671402555
2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.18058370791090708
2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.19124639411321318
2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.14453686329123852
2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.15814707168176728
2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.17471601430071362
2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.1940381833722859
2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.1529961294100647
2.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.16103659380008764
2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11860194107713318
2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.13006407274238035
2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.11651659297037985
2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.1140367670369529
2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.1178285357887485
2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.1293687427434462
2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.12221892971130174
2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13130644797463678
2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.1133334720978227
2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.12387555381658409
2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.1115783486349257
2.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.12296341275532463
2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.14314401743269892
2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.18904451887938925
2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.1878248341593779
2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.17364524182779006
2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.13691941324452123
2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1785875001962591
2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.16861353468770462
2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.1606676538701616
2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.1429242025992049
2.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.17644953606891428
2.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.157806068583866
2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.1703008055461278
2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.07234604360754297
2.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,0.04334343467520357
2.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0743696611236257
2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0,0.07196755763396478
2.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.06509116801779839
2.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.04221490063303606
2.0,0.0,7.0,0.0,0.0,1.0,1.0,0.0,0.035824454356632
2.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.043452054136375755
2.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.06834481831447276
2.0,0.0,7.0,0.0,0.0,2.0,0.0,1.0,0.045351620591957714
2.0,0.0,7.0,0.0,0.0,2.0,1.0,0.0,0.035243887963166666
2.0,0.0,7.0,0.0,0.0,2.0,1.0,1.0,0.04776431443281384
2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.15854597623275082
2.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.11811139882418892
2.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,0.13827169293282268
2.0,0.0,7.0,0.0,1.0,0.0,1.0,1.0,0.10860446939485394
2.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.16148411614109467
2.0,0.0,7.0,0.0,1.0,1.0,0.0,1.0,0.11480143599988274
2.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.14909962550072078
2.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,0.11079084142157952
2.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.16115691252321318
2.0,0.0,7.0,0.0,1.0,2.0,0.0,1.0,0.12051359773402731
2.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0.13695176660673788
2.0,0.0,7.0,0.0,1.0,2.0,1.0,1.0,0.11589833226930656
2.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.14823400226096153
2.0,0.0,7.0,0.0,2.0,0.0,0.0,1.0,0.03830176224824114
2.0,0.0,7.0,0.0,2.0,0.0,1.0,0.0,0.06836148375050649
2.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,-0.015473015833072411
2.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,0.12998809376086065
2.0,0.0,7.0,0.0,2.0,1.0,0.0,1.0,0.02710263781638995
2.0,0.0,7.0,0.0,2.0,1.0,1.0,0.0,0.057004565165633014
2.0,0.0,7.0,0.0,2.0,1.0,1.0,1.0,-0.026488724383224048
2.0,0.0,7.0,0.0,2.0,2.0,0.0,0.0,0.12820030552654268
2.0,0.0,7.0,0.0,2.0,2.0,0.0,1.0,0.02439418369491415
2.0,0.0,7.0,0.0,2.0,2.0,1.0,0.0,0.06727458357870883
2.0,0.0,7.0,0.0,2.0,2.0,1.0,1.0,-0.01166666290251867
2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.13877697858226945
2.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.08736691718707996
2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.15070377490766285
2.0,0.0,7.0,1.0,0.0,0.0,1.0,1.0,0.12291113327479436
2.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.12797919777446945
2.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.08695399313533801
2.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.14221777966802027
2.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,0.13276564907644275
2.0,0.0,7.0,1.0,0.0,2.0,0.0,0.0,0.12141317316015292
2.0,0.0,7.0,1.0,0.0,2.0,0.0,1.0,0.08332488656135591
2.0,0.0,7.0,1.0,0.0,2.0,1.0,0.0,0.1407558815597013
2.0,0.0,7.0,1.0,0.0,2.0,1.0,1.0,0.13887955750920886
2.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.03926298869087002
2.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,0.024591681746675222
2.0,0.0,7.0,1.0,1.0,0.0,1.0,0.0,0.09414984956684586
2.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,0.028927333323798432
2.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.03561247269002557
2.0,0.0,7.0,1.0,1.0,1.0,0.0,1.0,0.011324335128644131
2.0,0.0,7.0,1.0,1.0,1.0,1.0,0.0,0.08881034995671877
2.0,0.0,7.0,1.0,1.0,1.0,1.0,1.0,0.02480385838817449
2.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,0.026638624401313517
2.0,0.0,7.0,1.0,1.0,2.0,0.0,1.0,0.00029050128755279454
2.0,0.0,7.0,1.0,1.0,2.0,1.0,0.0,0.06384468225318081
2.0,0.0,7.0,1.0,1.0,2.0,1.0,1.0,-0.0006504860678347283
2.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.14048697358055479
2.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,0.11189119106798305
2.0,0.0,7.0,1.0,2.0,0.0,1.0,0.0,0.08967708537386472
2.0,0.0,7.0,1.0,2.0,0.0,1.0,1.0,0.010206280661913154
2.0,0.0,7.0,1.0,2.0,1.0,0.0,0.0,0.12980951371884605
2.0,0.0,7.0,1.0,2.0,1.0,0.0,1.0,0.09821340765635837
2.0,0.0,7.0,1.0,2.0,1.0,1.0,0.0,0.10275590994524127
2.0,0.0,7.0,1.0,2.0,1.0,1.0,1.0,0.02808725338371869
2.0,0.0,7.0,1.0,2.0,2.0,0.0,0.0,0.13025588274298786
2.0,0.0,7.0,1.0,2.0,2.0,0.0,1.0,0.09736520792973487
2.0,0.0,7.0,1.0,2.0,2.0,1.0,0.0,0.10335684852554289
2.0,0.0,7.0,1.0,2.0,2.0,1.0,1.0,0.038236415422956485
2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.021916253493587307
2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.005788674056432669
2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.02750813067306853
2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.012413882302410173
2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.012131884627070875
2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.002821591739610763
2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-0.02005406569639435
2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.003499493878758987
2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,-0.009539752458881442
2.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,-0.0003805869925761346
2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,-0.012301408976301116
2.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.012962555275064099
2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.03867560614116103
2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,-0.050752046462467455
2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,-0.13053709514829026
2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,-0.09610555995209599
2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,-0.03331318904428035
2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,-0.0495777404768642
2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-0.06882501960504787
2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,-0.05656833951432065
2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,-0.035091594415643634
2.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,-0.04372817559406879
2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,-0.06798877388364279
2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,-0.033456582769890025
2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,-0.07058463453867454
2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,-0.0889392163190669
2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,-0.0573738582751669
2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,-0.10263037975439075
2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,-0.07660013262831111
2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,-0.09672864511034811
2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,-0.06740577627966335
2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,-0.09598492891660702
2.0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,-0.07475963340951773
2.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,-0.09325638030129597
2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,-0.05813484384878043
2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,-0.08834183260467333
2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07650926238427061
2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.09683491673738316
2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.05066161657666534
2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.09034219605413817
2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.08059701847584004
2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.09289593977319763
2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.06646233081013611
2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0830416392098396
2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0779196550395495
2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.09991469767157574
2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.07075167660451866
2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.08558987755526556
2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.009606586987109589
2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.021291340559183383
2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.02825678881864402
2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.03809549390310367
2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.001265882915781478
2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0293692364234147
2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.03352559718007791
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05756065453258574
2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-0.00030403565710011545
2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.02875888787364869
2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.022704574626692155
2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.049719450728557504
2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.05804651483785748
2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.11453304862299048
2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.12953168732709733
2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.12339981983918073
2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.056671229922498775
2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.1090945491539208
2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.10869954917186699
2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.10808224843426754
2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.06678512482719523
2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.1102067762720902
2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.09889540364260217
2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.11891567936007978
2.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.042168235782882285
2.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,-0.05115323141951198
2.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0021512323982224024
2.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.01478477466037683
2.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,-0.04159909370974136
2.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,-0.044941900526429615
2.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,-0.03994933503787356
2.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,-0.015109300021502976
2.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,-0.030832395943887383
