Model,Method,Subject,Speed,Band,Emb,Tau,Type,Score
3.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.1498205781001813
3.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,-0.21065176541385047
3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,-0.09597357825435601
3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,-0.14075657820133958
3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.05785132305597674
3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.30212458912405493
3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-0.13168284518397136
3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,-0.20786550067365797
3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-0.03557979155750216
3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-0.34122961723657275
3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.019827402701854038
3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,-0.27243351290297374
3.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,-0.08659706443692687
3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,-0.19531103106236608
3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.15826431172059957
3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.05612867222171993
3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.10865757681622712
3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.29918854820529067
3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.2320606830205306
3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.12111576575879499
3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.17334211545736136
3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.21725108174606864
3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2467905250638879
3.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.17162502674657357
3.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.2041519203643353
3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.24493754203138202
3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.11119226206583264
3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,-0.005654226355685966
3.0,1.0,7.0,0.0,0.0,0.0,0.0,1.0,-0.08813992233231373
3.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,-0.1078347225852211
3.0,1.0,7.0,0.0,0.0,0.0,1.0,1.0,0.03553302353072299
3.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,-0.028740850160803376
3.0,1.0,7.0,0.0,0.0,1.0,0.0,1.0,-0.05196924378069872
3.0,1.0,7.0,0.0,0.0,1.0,1.0,0.0,-0.10311155427259981
3.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,0.15672754620435062
3.0,1.0,7.0,0.0,0.0,2.0,0.0,0.0,-0.04266133812251573
3.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,-0.035234188126308415
3.0,1.0,7.0,0.0,0.0,2.0,1.0,0.0,0.08106679846966526
3.0,1.0,7.0,0.0,0.0,2.0,1.0,1.0,0.3623973011128059
3.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.13059164698837833
3.0,1.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0034243815610280337
3.0,1.0,7.0,0.0,1.0,0.0,1.0,0.0,-0.09390736282120492
3.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,-0.14417800085739255
3.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.06103445973288026
3.0,1.0,7.0,0.0,1.0,1.0,0.0,1.0,-0.07028522584746254
3.0,1.0,7.0,0.0,1.0,1.0,1.0,0.0,-0.13784813051227401
3.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,-0.2644791603248163
3.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0,0.02431090517391614
3.0,1.0,7.0,0.0,1.0,2.0,0.0,1.0,-0.10292844182836096
3.0,1.0,7.0,0.0,1.0,2.0,1.0,0.0,-0.04020478482187841
3.0,1.0,7.0,0.0,1.0,2.0,1.0,1.0,-0.1316816592331575
3.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,-0.03551294357060714
3.0,1.0,7.0,0.0,2.0,0.0,0.0,1.0,-0.20942349399603166
3.0,1.0,7.0,0.0,2.0,0.0,1.0,0.0,-0.22110726704049052
3.0,1.0,7.0,0.0,2.0,0.0,1.0,1.0,-0.15249115991199
3.0,1.0,7.0,0.0,2.0,1.0,0.0,0.0,-0.07324119275516937
3.0,1.0,7.0,0.0,2.0,1.0,0.0,1.0,-0.12589999986514344
3.0,1.0,7.0,0.0,2.0,1.0,1.0,0.0,-0.018081381757625803
3.0,1.0,7.0,0.0,2.0,1.0,1.0,1.0,-0.3011070716732775
3.0,1.0,7.0,0.0,2.0,2.0,0.0,0.0,-0.11931630273814936
3.0,1.0,7.0,0.0,2.0,2.0,0.0,1.0,-0.11535093386170946
3.0,1.0,7.0,0.0,2.0,2.0,1.0,0.0,0.20928246653529392
3.0,1.0,7.0,0.0,2.0,2.0,1.0,1.0,-0.1981738793669404
3.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,-0.05881481611733194
3.0,1.0,7.0,1.0,0.0,0.0,0.0,1.0,0.22579238946270222
3.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,-0.0011612484020328399
3.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.09391752978161647
3.0,1.0,7.0,1.0,0.0,1.0,0.0,0.0,-0.0921065769638873
3.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,0.25076777844257575
3.0,1.0,7.0,1.0,0.0,1.0,1.0,0.0,0.031073075656274044
3.0,1.0,7.0,1.0,0.0,1.0,1.0,1.0,0.08364177845034329
3.0,1.0,7.0,1.0,0.0,2.0,0.0,0.0,-0.13516991203189524
3.0,1.0,7.0,1.0,0.0,2.0,0.0,1.0,0.1949249726282579
3.0,1.0,7.0,1.0,0.0,2.0,1.0,0.0,0.30818631968649624
3.0,1.0,7.0,1.0,0.0,2.0,1.0,1.0,0.06027543369071778
3.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,-0.06789902262840362
3.0,1.0,7.0,1.0,1.0,0.0,0.0,1.0,0.08114289660477508
3.0,1.0,7.0,1.0,1.0,0.0,1.0,0.0,-0.1744055828091033
3.0,1.0,7.0,1.0,1.0,0.0,1.0,1.0,-0.058575880153877644
3.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,-0.19489742082487674
3.0,1.0,7.0,1.0,1.0,1.0,0.0,1.0,0.011818192830447029
3.0,1.0,7.0,1.0,1.0,1.0,1.0,0.0,-0.0796027011863968
3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,-0.04751324746037462
3.0,1.0,7.0,1.0,1.0,2.0,0.0,0.0,-0.2207975172606818
3.0,1.0,7.0,1.0,1.0,2.0,0.0,1.0,0.02041323387323739
3.0,1.0,7.0,1.0,1.0,2.0,1.0,0.0,0.03127150390372458
3.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,0.0372834929603077
3.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.2164421755101282
3.0,1.0,7.0,1.0,2.0,0.0,0.0,1.0,0.09451502877478121
3.0,1.0,7.0,1.0,2.0,0.0,1.0,0.0,0.12738847604678183
3.0,1.0,7.0,1.0,2.0,0.0,1.0,1.0,0.02824895144848385
3.0,1.0,7.0,1.0,2.0,1.0,0.0,0.0,0.016875064993302404
3.0,1.0,7.0,1.0,2.0,1.0,0.0,1.0,0.09456493358502524
3.0,1.0,7.0,1.0,2.0,1.0,1.0,0.0,0.09909554876446801
3.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,0.14057688299019325
3.0,1.0,7.0,1.0,2.0,2.0,0.0,0.0,-0.08208339920123248
3.0,1.0,7.0,1.0,2.0,2.0,0.0,1.0,0.09622408662415792
3.0,1.0,7.0,1.0,2.0,2.0,1.0,0.0,0.002036512536525925
3.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,0.13579485580591966
3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9908512235990119
3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9900820562855516
3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9985975343380661
3.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9984121357117886
3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9900190762287476
3.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9888957960446463
3.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9988046109992775
3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9986129772361304
3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.9924056064121621
3.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,0.9917583966299042
3.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.9989869641781092
3.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.9988637054954296
3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9906589364754549
3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.990133952309835
3.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9984903489879665
3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9985538505172439
3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9901486973008664
3.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.9875288619396282
3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9988180115983982
3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9988145903352771
3.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.9928636080539862
3.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.9910811386854828
3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.9991856225133562
3.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.9989439525287283
3.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.9922852018500983
3.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.9892575468652514
3.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.9988361715918085
3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.9985933287381114
3.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.9915783590985177
3.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.9885634617797388
3.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.9991157124694815
3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.9986512020291832
3.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.9933710620660486
3.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.9919742740675189
3.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.9989955292387747
3.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,0.9987662710753153
3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9818907825014627
3.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9863089116615744
3.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9994392236303026
3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9994743498307274
3.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.9832218148247035
3.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9860152922703523
3.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9993867321832101
3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9992603446949755
3.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.9840581918619116
3.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.9859566996214634
3.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.9994289518290189
3.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.9993183826614969
3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.982299540463838
3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9836300618988839
3.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9993699607139703
3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.999379501166418
3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.985881253136676
3.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9853639262079553
3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9993337469552391
3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992412664780105
3.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.9874873458418039
3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.9826332512411016
3.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,0.9993232601976065
3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9993507895272679
3.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.9855333188091351
3.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9799392884515351
3.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,0.9994170698495971
3.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9993340295000349
3.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.9865253928441374
3.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.9837633164315658
3.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.9992974099117881
3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9991189439583689
3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.9880457729588284
3.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,0.9861133310415385
3.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.9993319239059119
3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9992208802684502
3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9886934259303227
3.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.9871975498674456
3.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.998467432343674
3.0,2.0,7.0,0.0,0.0,0.0,1.0,1.0,0.9981445599544257
3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.9872052479816262
3.0,2.0,7.0,0.0,0.0,1.0,0.0,1.0,0.9856246683116914
3.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.9986621891906817
3.0,2.0,7.0,0.0,0.0,1.0,1.0,1.0,0.9980895956502324
3.0,2.0,7.0,0.0,0.0,2.0,0.0,0.0,0.990456884040336
3.0,2.0,7.0,0.0,0.0,2.0,0.0,1.0,0.9888921522304271
3.0,2.0,7.0,0.0,0.0,2.0,1.0,0.0,0.9988017237219544
3.0,2.0,7.0,0.0,0.0,2.0,1.0,1.0,0.9984596706688484
3.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.9904207152629916
3.0,2.0,7.0,0.0,1.0,0.0,0.0,1.0,0.9886732577416159
3.0,2.0,7.0,0.0,1.0,0.0,1.0,0.0,0.9983556457696134
3.0,2.0,7.0,0.0,1.0,0.0,1.0,1.0,0.9982828086873067
3.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,0.9904076984125317
3.0,2.0,7.0,0.0,1.0,1.0,0.0,1.0,0.9874084536265606
3.0,2.0,7.0,0.0,1.0,1.0,1.0,0.0,0.9986083490705994
3.0,2.0,7.0,0.0,1.0,1.0,1.0,1.0,0.9985247769051866
3.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.9926436995377549
3.0,2.0,7.0,0.0,1.0,2.0,0.0,1.0,0.9911840663381689
3.0,2.0,7.0,0.0,1.0,2.0,1.0,0.0,0.9986337361037666
3.0,2.0,7.0,0.0,1.0,2.0,1.0,1.0,0.9986853497413857
3.0,2.0,7.0,0.0,2.0,0.0,0.0,0.0,0.9906067581983766
3.0,2.0,7.0,0.0,2.0,0.0,0.0,1.0,0.9855672781335617
3.0,2.0,7.0,0.0,2.0,0.0,1.0,0.0,0.9987747096336199
3.0,2.0,7.0,0.0,2.0,0.0,1.0,1.0,0.9982432709675291
3.0,2.0,7.0,0.0,2.0,1.0,0.0,0.0,0.9887509299689761
3.0,2.0,7.0,0.0,2.0,1.0,0.0,1.0,0.9836936084357352
3.0,2.0,7.0,0.0,2.0,1.0,1.0,0.0,0.9990424032849119
3.0,2.0,7.0,0.0,2.0,1.0,1.0,1.0,0.9986162628475316
3.0,2.0,7.0,0.0,2.0,2.0,0.0,0.0,0.9929128098794532
3.0,2.0,7.0,0.0,2.0,2.0,0.0,1.0,0.9884026074978873
3.0,2.0,7.0,0.0,2.0,2.0,1.0,0.0,0.9989542535294714
3.0,2.0,7.0,0.0,2.0,2.0,1.0,1.0,0.998815598524568
3.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.9846928601276922
3.0,2.0,7.0,1.0,0.0,0.0,0.0,1.0,0.9822143104571182
3.0,2.0,7.0,1.0,0.0,0.0,1.0,0.0,0.9995291514532443
3.0,2.0,7.0,1.0,0.0,0.0,1.0,1.0,0.9994842859918869
3.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,0.9846282988563771
3.0,2.0,7.0,1.0,0.0,1.0,0.0,1.0,0.9827177374300855
3.0,2.0,7.0,1.0,0.0,1.0,1.0,0.0,0.9994119218331865
3.0,2.0,7.0,1.0,0.0,1.0,1.0,1.0,0.9991974043653236
3.0,2.0,7.0,1.0,0.0,2.0,0.0,0.0,0.9862318558540736
3.0,2.0,7.0,1.0,0.0,2.0,0.0,1.0,0.9843085407313258
3.0,2.0,7.0,1.0,0.0,2.0,1.0,0.0,0.9993245875595567
3.0,2.0,7.0,1.0,0.0,2.0,1.0,1.0,0.9992432988004782
3.0,2.0,7.0,1.0,1.0,0.0,0.0,0.0,0.98153391499949
3.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.9690713668172681
3.0,2.0,7.0,1.0,1.0,0.0,1.0,0.0,0.9994312330222418
3.0,2.0,7.0,1.0,1.0,0.0,1.0,1.0,0.9992533165059825
3.0,2.0,7.0,1.0,1.0,1.0,0.0,0.0,0.9839139350823589
3.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,0.9740769378634127
3.0,2.0,7.0,1.0,1.0,1.0,1.0,0.0,0.9993635644109369
3.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,0.9991415170398742
3.0,2.0,7.0,1.0,1.0,2.0,0.0,0.0,0.9851175046695474
3.0,2.0,7.0,1.0,1.0,2.0,0.0,1.0,0.9735930084068987
3.0,2.0,7.0,1.0,1.0,2.0,1.0,0.0,0.9993468618853171
3.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,0.9992293285426743
3.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,0.9823035928652423
3.0,2.0,7.0,1.0,2.0,0.0,0.0,1.0,0.9707898383678312
3.0,2.0,7.0,1.0,2.0,0.0,1.0,0.0,0.9993854589145361
3.0,2.0,7.0,1.0,2.0,0.0,1.0,1.0,0.9993798360364234
3.0,2.0,7.0,1.0,2.0,1.0,0.0,0.0,0.9818898002766858
3.0,2.0,7.0,1.0,2.0,1.0,0.0,1.0,0.9741406939967397
3.0,2.0,7.0,1.0,2.0,1.0,1.0,0.0,0.9994206717668174
3.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,0.9991319873143077
3.0,2.0,7.0,1.0,2.0,2.0,0.0,0.0,0.9843829719598894
3.0,2.0,7.0,1.0,2.0,2.0,0.0,1.0,0.9755029459603375
3.0,2.0,7.0,1.0,2.0,2.0,1.0,0.0,0.9994613041643391
3.0,2.0,7.0,1.0,2.0,2.0,1.0,1.0,0.9992848845760914
3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9616782949417662
3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9769504563723351
3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.9757759744414759
3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.9977575863657218
3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9643670827726853
3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9850161917892979
3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.9803423023822342
3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9960239400008932
3.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.9728871500209193
3.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.9918066800215036
3.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.9874695465265703
3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.9987225977492254
3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.970454137006428
3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.9868560408595178
3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9660527069076695
3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,0.9904622161402874
3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9729671354166528
3.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.984533688850966
3.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9908187467332045
3.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9918453770025112
3.0,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.9779814990339996
3.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,0.9895442121293334
3.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,0.9780625966713433
3.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.9963801264843041
3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.9734336293175383
3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.9885936728625658
3.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.9855986020597207
3.0,3.0,1.0,0.0,2.0,0.0,1.0,1.0,0.9983576323290791
3.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.9845011446719955
3.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.9881898009673757
3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,0.9933519125252868
3.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,0.9982392615908442
3.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,0.9840243158048863
3.0,3.0,1.0,0.0,2.0,2.0,0.0,1.0,0.9916222086930213
3.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,0.9923019738672657
3.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,0.9988323464252514
3.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9386970227932979
3.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.9629164751682808
3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9674354842670959
3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.9819925107955928
3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.95105992435305
3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9757643979684605
3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9799758993192339
3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9940399412264255
3.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,0.9537562410029817
3.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,0.9867359633797943
3.0,3.0,1.0,1.0,0.0,2.0,1.0,0.0,0.984511072412947
3.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,0.9929366748116281
3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.905592383570313
3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.9638408594485799
3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9552881143417744
3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9921081125300827
3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.9463109750080969
3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9813325716730376
3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9776574838704815
3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9953371881094842
3.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.9553142162576073
3.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.9789256448187921
3.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.9787441448055377
3.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.9935296567718129
3.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,0.9475206411946384
3.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,0.9755449662137753
3.0,3.0,1.0,1.0,2.0,0.0,1.0,0.0,0.9796127835134701
3.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.9979312234885095
3.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,0.9660459563459272
3.0,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.982714011301974
3.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.9661315009342136
3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.9992643216753803
3.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.9690713199125228
3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.988307604389459
3.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.985847733176083
3.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.9957880128028486
3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.9441787002593887
3.0,3.0,7.0,0.0,0.0,0.0,0.0,1.0,0.9728489535963027
3.0,3.0,7.0,0.0,0.0,0.0,1.0,0.0,0.9819401773616124
3.0,3.0,7.0,0.0,0.0,0.0,1.0,1.0,0.9917448310872317
3.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,0.967740679912827
3.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.986804166472654
3.0,3.0,7.0,0.0,0.0,1.0,1.0,0.0,0.9841952930306093
3.0,3.0,7.0,0.0,0.0,1.0,1.0,1.0,0.9950061197541856
3.0,3.0,7.0,0.0,0.0,2.0,0.0,0.0,0.9716037773538063
3.0,3.0,7.0,0.0,0.0,2.0,0.0,1.0,0.9905030228973434
3.0,3.0,7.0,0.0,0.0,2.0,1.0,0.0,0.9922339702667873
3.0,3.0,7.0,0.0,0.0,2.0,1.0,1.0,0.994385001166491
3.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,0.9620022833854202
3.0,3.0,7.0,0.0,1.0,0.0,0.0,1.0,0.9861455903865594
3.0,3.0,7.0,0.0,1.0,0.0,1.0,0.0,0.9767603896556214
3.0,3.0,7.0,0.0,1.0,0.0,1.0,1.0,0.9909602878972111
3.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,0.96695261881821
3.0,3.0,7.0,0.0,1.0,1.0,0.0,1.0,0.9862938756050096
3.0,3.0,7.0,0.0,1.0,1.0,1.0,0.0,0.980128692549615
3.0,3.0,7.0,0.0,1.0,1.0,1.0,1.0,0.9955449700375805
3.0,3.0,7.0,0.0,1.0,2.0,0.0,0.0,0.9751025517217656
3.0,3.0,7.0,0.0,1.0,2.0,0.0,1.0,0.9929536152139081
3.0,3.0,7.0,0.0,1.0,2.0,1.0,0.0,0.9828263084421525
3.0,3.0,7.0,0.0,1.0,2.0,1.0,1.0,0.9963374711809362
